 (a.) Annual variations in water table depth and resulting calculated downslope flow along different zones of the hillslope. ,,,,,,,,
"(b.) Time-dependence of fractional contributions of flow along the soil, weathering zone, and fractured bedrock to overall subsurface flow.",,,,,,,,
,,,,,,,,
,5a,5a,5a,5a,5a,5b,5b,5b
date,water table depth,total soil flow,weathering zone flow,fractured bedrock flow,total outflow,soil,weathering shale,fractured shale
,m,m3/(m day),m3/(m day),m3/(m day),m3/(m day),fraction,fraction,fraction
3/28/21,-3.20,0.000,0.026,0.037,0.063,,0.405,0.595
3/29/21,-3.21,0.000,0.024,0.037,0.062,,0.396,0.604
3/30/21,-3.22,0.000,0.024,0.037,0.061,,0.391,0.609
3/31/21,-3.20,0.000,0.025,0.037,0.063,,0.404,0.596
4/1/21,-3.20,0.000,0.026,0.037,0.063,,0.406,0.594
4/2/21,-3.21,0.000,0.025,0.037,0.062,,0.398,0.602
4/3/21,-3.22,0.000,0.024,0.037,0.062,,0.394,0.606
4/4/21,-3.21,0.000,0.025,0.037,0.062,,0.398,0.602
4/5/21,-3.22,0.000,0.024,0.037,0.061,,0.394,0.606
4/6/21,-3.24,0.000,0.022,0.037,0.060,,0.377,0.623
4/7/21,-3.19,0.000,0.026,0.037,0.063,,0.413,0.587
4/8/21,-3.17,0.000,0.027,0.037,0.064,,0.421,0.579
4/9/21,-3.16,0.000,0.028,0.037,0.065,,0.429,0.571
4/10/21,-3.13,0.000,0.029,0.037,0.066,,0.444,0.556
4/11/21,-3.13,0.000,0.030,0.037,0.066,,0.447,0.553
4/12/21,-3.11,0.000,0.031,0.037,0.068,,0.457,0.543
4/13/21,-3.09,0.000,0.032,0.037,0.069,,0.466,0.534
4/14/21,-3.08,0.000,0.032,0.037,0.069,,0.469,0.531
4/15/21,-3.05,0.000,0.034,0.037,0.071,,0.484,0.516
4/16/21,-3.02,0.000,0.036,0.037,0.073,,0.497,0.503
4/17/21,-2.99,0.000,0.038,0.037,0.074,,0.508,0.492
4/18/21,-2.95,0.000,0.040,0.037,0.077,,0.524,0.476
4/19/21,-2.91,0.000,0.043,0.036,0.079,,0.540,0.460
4/20/21,-2.87,0.000,0.045,0.036,0.082,,0.555,0.445
4/21/21,-2.83,0.000,0.048,0.036,0.084,,0.568,0.432
4/22/21,-2.80,0.000,0.050,0.036,0.086,,0.578,0.422
4/23/21,-2.76,0.000,0.052,0.036,0.088,,0.590,0.410
4/24/21,-2.73,0.000,0.054,0.036,0.090,,0.598,0.402
4/25/21,-2.69,0.000,0.056,0.036,0.092,,0.607,0.393
4/26/21,-2.59,0.000,0.062,0.036,0.097,,0.631,0.369
4/27/21,-2.51,0.000,0.067,0.036,0.103,,0.650,0.350
4/28/21,-2.51,0.000,0.067,0.036,0.103,,0.650,0.350
4/29/21,-2.39,0.000,0.074,0.036,0.110,,0.673,0.327
4/30/21,-2.31,0.000,0.079,0.036,0.115,,0.686,0.314
5/1/21,-2.25,0.000,0.083,0.036,0.118,,0.697,0.303
5/2/21,-2.16,0.000,0.088,0.036,0.124,,0.711,0.289
5/3/21,-2.04,0.000,0.096,0.036,0.132,,0.727,0.273
5/4/21,-2.54,0.000,0.069,0.038,0.106,,0.644,0.356
5/5/21,-1.89,0.000,0.106,0.037,0.143,,0.744,0.256
5/6/21,-2.35,0.000,0.075,0.035,0.110,,0.680,0.320
5/7/21,-1.69,0.000,0.120,0.037,0.157,,0.764,0.236
5/8/21,-1.99,0.000,0.099,0.036,0.135,,0.733,0.267
5/9/21,-1.50,0.000,0.134,0.038,0.172,,0.781,0.219
5/10/21,-1.42,0.000,0.140,0.038,0.178,,0.787,0.213
5/11/21,-1.37,0.000,0.144,0.038,0.182,,0.791,0.209
5/12/21,-1.33,0.000,0.147,0.038,0.186,,0.794,0.206
5/13/21,-1.36,0.000,0.146,0.038,0.185,,0.792,0.208
5/14/21,-1.23,0.000,0.154,0.038,0.193,,0.801,0.199
5/15/21,-1.20,0.000,0.157,0.038,0.195,,0.803,0.197
5/16/21,-1.18,0.000,0.158,0.038,0.197,,0.804,0.196
5/17/21,-1.14,0.000,0.161,0.039,0.200,,0.807,0.193
5/18/21,-1.16,0.000,0.160,0.039,0.199,,0.806,0.194
5/19/21,-1.11,0.000,0.164,0.039,0.202,,0.809,0.191
5/20/21,-1.11,0.000,0.164,0.039,0.202,,0.809,0.191
5/21/21,-1.10,0.000,0.165,0.039,0.204,,0.810,0.190
5/22/21,-1.09,0.000,0.165,0.039,0.204,,0.810,0.190
5/23/21,-1.08,0.000,0.167,0.039,0.205,,0.811,0.189
5/24/21,-1.08,0.000,0.167,0.039,0.206,,0.811,0.189
5/25/21,-1.10,0.000,0.166,0.039,0.205,,0.810,0.190
5/26/21,-1.10,0.000,0.166,0.039,0.205,,0.810,0.190
5/27/21,-1.15,0.000,0.163,0.039,0.202,,0.807,0.193
5/28/21,-1.11,0.000,0.165,0.039,0.204,,0.809,0.191
5/29/21,-1.12,0.000,0.164,0.039,0.203,,0.808,0.192
5/30/21,-1.12,0.000,0.165,0.039,0.204,,0.808,0.192
5/31/21,-1.12,0.000,0.165,0.039,0.204,,0.808,0.192
6/1/21,-1.14,0.000,0.164,0.039,0.203,,0.807,0.193
6/2/21,-1.21,0.000,0.159,0.039,0.198,,0.803,0.197
6/3/21,-1.18,0.000,0.161,0.039,0.200,,0.805,0.195
6/4/21,-1.20,0.000,0.159,0.039,0.198,,0.803,0.197
6/5/21,-1.20,0.000,0.159,0.039,0.198,,0.803,0.197
6/6/21,-1.21,0.000,0.158,0.039,0.197,,0.802,0.198
6/7/21,-1.24,0.000,0.157,0.039,0.195,,0.801,0.199
6/8/21,-1.32,0.000,0.151,0.039,0.190,,0.795,0.205
6/9/21,-1.30,0.000,0.152,0.039,0.191,,0.796,0.204
6/10/21,-1.33,0.000,0.150,0.039,0.189,,0.794,0.206
6/11/21,-1.35,0.000,0.149,0.039,0.188,,0.793,0.207
6/12/21,-1.39,0.000,0.146,0.039,0.185,,0.790,0.210
6/13/21,-1.42,0.000,0.144,0.039,0.183,,0.787,0.213
6/14/21,-1.45,0.000,0.142,0.039,0.181,,0.785,0.215
6/15/21,-1.56,0.000,0.135,0.039,0.174,,0.776,0.224
6/16/21,-1.51,0.000,0.138,0.039,0.177,,0.781,0.219
6/17/21,-1.53,0.000,0.136,0.039,0.175,,0.779,0.221
6/18/21,-1.54,0.000,0.136,0.039,0.175,,0.778,0.222
6/19/21,-1.55,0.000,0.135,0.039,0.174,,0.777,0.223
6/20/21,-1.58,0.000,0.133,0.039,0.172,,0.774,0.226
6/21/21,-1.61,0.000,0.131,0.039,0.170,,0.772,0.228
6/22/21,-1.68,0.000,0.127,0.039,0.165,,0.766,0.234
6/23/21,-1.64,0.000,0.129,0.039,0.168,,0.769,0.231
6/24/21,-1.65,0.000,0.128,0.039,0.167,,0.768,0.232
6/25/21,-1.66,0.000,0.127,0.039,0.166,,0.767,0.233
6/26/21,-1.69,0.000,0.126,0.039,0.164,,0.765,0.235
6/27/21,-1.71,0.000,0.124,0.039,0.163,,0.763,0.237
6/28/21,-1.73,0.000,0.123,0.039,0.162,,0.761,0.239
6/29/21,-1.76,0.000,0.121,0.039,0.159,,0.758,0.242
6/30/21,-1.79,0.000,0.119,0.039,0.157,,0.755,0.245
7/1/21,-1.88,0.000,0.113,0.039,0.152,,0.745,0.255
7/2/21,-1.83,0.000,0.116,0.038,0.154,,0.750,0.250
7/3/21,-1.85,0.000,0.114,0.038,0.153,,0.748,0.252
7/4/21,-1.88,0.000,0.113,0.038,0.151,,0.746,0.254
7/5/21,-1.88,0.000,0.112,0.038,0.151,,0.745,0.255
7/6/21,-1.91,0.000,0.111,0.038,0.149,,0.742,0.258
7/7/21,-1.99,0.000,0.105,0.038,0.144,,0.732,0.268
7/8/21,-1.95,0.000,0.108,0.038,0.146,,0.738,0.262
7/9/21,-1.97,0.000,0.106,0.038,0.144,,0.735,0.265
7/10/21,-1.99,0.000,0.105,0.038,0.143,,0.733,0.267
7/11/21,-2.00,0.000,0.104,0.038,0.143,,0.732,0.268
7/12/21,-2.02,0.000,0.103,0.038,0.141,,0.729,0.271
7/13/21,-2.03,0.000,0.102,0.038,0.141,,0.728,0.272
7/14/21,-2.02,0.000,0.103,0.038,0.142,,0.729,0.271
7/15/21,-2.06,0.000,0.100,0.038,0.138,,0.724,0.276
7/16/21,-2.11,0.000,0.097,0.038,0.135,,0.717,0.283
7/17/21,-2.10,0.000,0.098,0.038,0.136,,0.719,0.281
7/18/21,-2.14,0.000,0.095,0.038,0.133,,0.714,0.286
7/19/21,-2.14,0.000,0.095,0.038,0.133,,0.713,0.287
7/20/21,-2.19,0.000,0.092,0.038,0.130,,0.706,0.294
7/21/21,-2.14,0.000,0.095,0.038,0.133,,0.713,0.287
7/22/21,-2.15,0.000,0.094,0.038,0.132,,0.711,0.289
7/23/21,-2.17,0.000,0.093,0.038,0.131,,0.709,0.291
7/24/21,-2.17,0.000,0.092,0.038,0.131,,0.708,0.292
7/25/21,-2.19,0.000,0.092,0.038,0.130,,0.706,0.294
7/26/21,-2.20,0.000,0.091,0.038,0.129,,0.705,0.295
7/27/21,-2.24,0.000,0.088,0.038,0.126,,0.697,0.303
7/28/21,-2.21,0.000,0.090,0.038,0.128,,0.702,0.298
7/29/21,-2.22,0.000,0.089,0.038,0.127,,0.701,0.299
7/30/21,-2.23,0.000,0.089,0.038,0.127,,0.700,0.300
7/31/21,-2.24,0.000,0.088,0.038,0.126,,0.698,0.302
8/1/21,-2.26,0.000,0.087,0.038,0.125,,0.696,0.304
8/2/21,-2.27,0.000,0.086,0.038,0.124,,0.693,0.307
8/3/21,-2.26,0.000,0.087,0.038,0.125,,0.695,0.305
8/4/21,-2.33,0.000,0.082,0.038,0.120,,0.683,0.317
8/5/21,-2.29,0.000,0.085,0.038,0.123,,0.690,0.310
8/6/21,-2.29,0.000,0.085,0.038,0.123,,0.690,0.310
8/7/21,-2.28,0.000,0.085,0.038,0.124,,0.692,0.308
8/8/21,-2.30,0.000,0.084,0.038,0.122,,0.689,0.311
8/9/21,-2.31,0.000,0.083,0.038,0.121,,0.687,0.313
8/10/21,-2.35,0.000,0.081,0.038,0.119,,0.679,0.321
8/11/21,-2.34,0.000,0.081,0.038,0.119,,0.682,0.318
8/12/21,-2.34,0.000,0.081,0.038,0.119,,0.681,0.319
8/13/21,-2.36,0.000,0.080,0.038,0.118,,0.678,0.322
8/14/21,-2.38,0.000,0.079,0.038,0.117,,0.674,0.326
8/15/21,-2.37,0.000,0.079,0.038,0.117,,0.677,0.323
8/16/21,-2.37,0.000,0.080,0.038,0.118,,0.677,0.323
8/17/21,-2.43,0.000,0.076,0.038,0.114,,0.666,0.334
8/18/21,-2.37,0.000,0.079,0.038,0.117,,0.676,0.324
8/19/21,-2.39,0.000,0.078,0.038,0.116,,0.674,0.326
8/20/21,-2.40,0.000,0.077,0.038,0.115,,0.671,0.329
8/21/21,-2.41,0.000,0.077,0.038,0.115,,0.669,0.331
8/22/21,-2.42,0.000,0.076,0.038,0.114,,0.667,0.333
8/23/21,-2.44,0.000,0.075,0.038,0.113,,0.664,0.336
8/24/21,-2.49,0.000,0.072,0.038,0.110,,0.654,0.346
8/25/21,-2.48,0.000,0.073,0.038,0.110,,0.657,0.343
8/26/21,-2.47,0.000,0.073,0.038,0.111,,0.658,0.342
8/27/21,-2.47,0.000,0.073,0.038,0.110,,0.657,0.343
8/28/21,-2.48,0.000,0.073,0.038,0.110,,0.657,0.343
8/29/21,-2.49,0.000,0.072,0.038,0.109,,0.654,0.346
8/30/21,-2.50,0.000,0.071,0.038,0.109,,0.652,0.348
8/31/21,-2.54,0.000,0.068,0.038,0.106,,0.643,0.357
9/1/21,-2.48,0.000,0.072,0.038,0.110,,0.655,0.345
9/2/21,-2.51,0.000,0.070,0.038,0.108,,0.649,0.351
9/3/21,-2.53,0.000,0.069,0.038,0.107,,0.644,0.356
9/4/21,-2.55,0.000,0.068,0.038,0.106,,0.641,0.359
9/5/21,-2.57,0.000,0.066,0.038,0.104,,0.637,0.363
9/6/21,-2.58,0.000,0.066,0.038,0.104,,0.634,0.366
9/7/21,-2.59,0.000,0.065,0.038,0.103,,0.632,0.368
9/8/21,-2.65,0.000,0.061,0.038,0.099,,0.617,0.383
9/9/21,-2.61,0.000,0.064,0.038,0.102,,0.628,0.372
9/10/21,-2.62,0.000,0.063,0.038,0.101,,0.626,0.374
9/11/21,-2.63,0.000,0.063,0.038,0.101,,0.624,0.376
9/12/21,-2.64,0.000,0.062,0.038,0.100,,0.621,0.379
9/13/21,-2.63,0.000,0.062,0.038,0.100,,0.622,0.378
9/14/21,-2.64,0.000,0.062,0.038,0.100,,0.621,0.379
9/15/21,-2.64,0.000,0.062,0.038,0.099,,0.619,0.381
9/16/21,-2.64,0.000,0.062,0.038,0.099,,0.619,0.381
9/17/21,-2.67,0.000,0.060,0.038,0.098,,0.612,0.388
9/18/21,-2.69,0.000,0.058,0.038,0.096,,0.607,0.393
9/19/21,-2.67,0.000,0.060,0.038,0.098,,0.613,0.387
9/20/21,-2.67,0.000,0.060,0.038,0.098,,0.613,0.387
9/21/21,-2.72,0.000,0.056,0.038,0.094,,0.598,0.402
9/22/21,-2.74,0.000,0.055,0.038,0.093,,0.595,0.405
9/23/21,-2.72,0.000,0.057,0.038,0.095,,0.601,0.399
9/24/21,-2.72,0.000,0.056,0.038,0.094,,0.598,0.402
9/25/21,-2.74,0.000,0.056,0.038,0.093,,0.595,0.405
9/26/21,-2.74,0.000,0.055,0.038,0.093,,0.595,0.405
9/27/21,-2.76,0.000,0.054,0.038,0.092,,0.588,0.412
9/28/21,-2.71,0.000,0.057,0.038,0.095,,0.603,0.397
9/29/21,-2.72,0.000,0.056,0.038,0.094,,0.599,0.401
9/30/21,-2.90,0.000,0.046,0.038,0.084,,0.545,0.455
