ï»¿Fig. 6a. Annual variations in pore water total dissolved nitrogen (TDN),,,,,,,,,,,,,
Fig. 6b. Annual variations in calculated TDN export rates along different zones of the hillslope,,,,,,,,,,,,,
"Fig. 6c. Subsurface C-Q relation for TDN, showing that discharge-dependence of annual cycles of flow-weighted TDN concentrations ",,,,,,,,,,,,,
,,,,,,,,,,,,,
,6a,6a,6a,6a,,6b,6b,6b,6b,6b,,6c,6c
date,soil TDN,weathering zone TDN,fractured bedrock TDN,flow-weighted TDN,,soil TDN,weathering zone TDN,bedrock TDN,total TDN,total flow,,total flow,flow-weighted TDN
,ÂµM,ÂµM,ÂµM,ÂµM,,mmol/(m day),mmol/(m day),mmol/(m day),mmol/(m day),m3/(m day),,m3/(m day),ÂµM
4/2/20,,157.6,32.8,80.6,,,3.62,1.21,4.83,0.060,,0.060,80.6
4/3/20,,157.9,32.6,81.3,,,3.72,1.21,4.93,0.061,,0.061,81.3
4/4/20,,158.2,32.4,80.9,,,3.68,1.20,4.88,0.060,,0.060,80.9
4/5/20,,158.5,32.2,80.3,,,3.61,1.19,4.81,0.060,,0.060,80.3
4/6/20,,158.8,32.0,80.6,,,3.66,1.19,4.85,0.060,,0.060,80.6
4/7/20,,159.1,31.8,80.9,,,3.71,1.18,4.89,0.060,,0.060,80.9
4/8/20,,159.4,31.6,82.3,,,3.89,1.18,5.07,0.062,,0.062,82.3
4/9/20,,159.7,31.5,83.5,,,4.04,1.17,5.21,0.062,,0.062,83.5
4/10/20,,160.0,31.3,84.0,,,4.10,1.16,5.26,0.063,,0.063,84.0
4/11/20,,160.2,31.1,86.1,,,4.39,1.15,5.54,0.064,,0.064,86.1
4/12/20,,160.5,30.9,86.8,,,4.47,1.13,5.61,0.065,,0.065,86.8
4/13/20,,160.8,30.7,88.0,,,4.65,1.13,5.78,0.066,,0.066,88.0
4/14/20,,161.1,30.5,89.6,,,4.91,1.12,6.03,0.067,,0.067,89.6
4/15/20,,161.4,30.3,89.8,,,4.94,1.12,6.06,0.067,,0.067,89.8
4/16/20,,161.7,30.1,88.6,,,4.75,1.11,5.86,0.066,,0.066,88.6
4/17/20,,162.0,29.9,88.5,,,4.76,1.10,5.86,0.066,,0.066,88.5
4/18/20,,162.3,29.7,89.0,,,4.83,1.09,5.93,0.067,,0.067,89.0
4/19/20,,162.6,29.5,88.0,,,4.69,1.09,5.77,0.066,,0.066,88.0
4/20/20,,162.9,29.4,88.2,,,4.73,1.08,5.81,0.066,,0.066,88.2
4/21/20,,163.1,29.2,88.4,,,4.76,1.07,5.83,0.066,,0.066,88.4
4/22/20,,163.4,29.0,89.5,,,4.92,1.07,5.98,0.067,,0.067,89.5
4/23/20,,163.7,28.8,91.7,,,5.25,1.06,6.31,0.069,,0.069,91.7
4/24/20,,164.0,28.6,93.6,,,5.55,1.05,6.60,0.070,,0.070,93.6
4/25/20,,164.3,28.4,96.4,,,6.02,1.04,7.06,0.073,,0.073,96.4
4/26/20,,164.6,28.2,99.3,,,6.54,1.03,7.57,0.076,,0.076,99.3
4/27/20,,164.9,28.0,102.7,,,7.18,1.02,8.20,0.080,,0.080,102.7
4/28/20,92.9,165.2,27.8,105.6,,,7.79,1.01,8.80,0.083,,0.083,105.6
4/29/20,98.2,165.5,28.9,110.1,,,8.77,1.04,9.81,0.089,,0.089,110.1
4/30/20,103.4,165.7,29.9,114.1,,,9.72,1.08,10.79,0.095,,0.095,114.1
5/1/20,108.7,166.0,31.0,117.6,,,10.63,1.11,11.74,0.100,,0.100,117.6
5/2/20,114.0,166.3,32.0,121.7,,,11.97,1.15,13.12,0.108,,0.108,121.7
5/3/20,119.2,166.5,33.1,125.8,,,13.57,1.18,14.75,0.117,,0.117,125.8
5/4/20,124.5,166.8,34.1,129.3,,,15.18,1.22,16.40,0.127,,0.127,129.3
5/5/20,129.7,167.1,35.2,132.5,,,17.05,1.27,18.32,0.138,,0.138,132.5
5/6/20,135.0,167.4,36.2,134.8,,,18.49,1.32,19.82,0.147,,0.147,134.8
5/7/20,140.3,167.6,37.3,136.8,,,19.90,1.37,21.27,0.155,,0.155,136.8
5/8/20,145.5,167.9,38.3,138.6,,,21.36,1.42,22.79,0.164,,0.164,138.6
5/9/20,150.8,168.2,39.4,140.1,,,22.54,1.47,24.02,0.171,,0.171,140.1
5/10/20,156.1,168.4,40.4,141.4,,,23.72,1.53,25.24,0.179,,0.179,141.4
5/11/20,161.3,168.7,41.5,142.7,,,24.85,1.57,26.43,0.185,,0.185,142.7
5/12/20,166.6,169.0,42.5,143.7,,,25.73,1.62,27.35,0.190,,0.190,143.7
5/13/20,171.8,169.3,43.6,144.6,,,26.42,1.67,28.09,0.194,,0.194,144.6
5/14/20,177.1,169.5,44.6,145.4,,,27.15,1.71,28.86,0.199,,0.199,145.4
5/15/20,182.4,169.8,45.7,146.1,,,27.77,1.76,29.53,0.202,,0.202,146.1
5/16/20,187.6,170.1,46.8,146.8,,,28.27,1.81,30.07,0.205,,0.205,146.8
5/17/20,192.9,170.3,47.8,147.3,,,28.48,1.85,30.34,0.206,,0.206,147.3
5/18/20,198.1,170.6,48.9,147.8,,,28.71,1.89,30.60,0.207,,0.207,147.8
5/19/20,196.7,165.4,48.7,143.7,,0.00,28.07,1.89,29.96,0.209,,0.209,143.7
5/20/20,195.2,160.1,48.6,139.5,,0.01,27.39,1.89,29.29,0.210,,0.210,139.5
5/21/20,193.8,154.9,48.5,146.1,,9.30,26.74,1.89,37.93,0.260,,0.260,146.1
5/22/20,192.3,149.7,48.4,131.3,,0.21,25.84,1.89,27.94,0.213,,0.213,131.3
5/23/20,190.8,144.4,48.3,126.6,,0.01,24.83,1.89,26.72,0.211,,0.211,126.6
5/24/20,189.4,139.2,48.2,122.4,,0.00,24.06,1.89,25.95,0.212,,0.212,122.4
5/25/20,187.9,133.9,48.1,118.1,,,23.15,1.88,25.03,0.212,,0.212,118.1
5/26/20,186.4,128.7,48.0,113.7,,,22.09,1.88,23.97,0.211,,0.211,113.7
5/27/20,185.0,123.5,47.9,109.3,,,20.98,1.88,22.86,0.209,,0.209,109.3
5/28/20,183.5,118.2,47.8,105.0,,,20.01,1.87,21.88,0.208,,0.208,105.0
5/29/20,182.0,113.0,47.6,100.6,,,18.97,1.87,20.83,0.207,,0.207,100.6
5/30/20,180.6,107.7,47.5,96.3,,,18.10,1.87,19.96,0.207,,0.207,96.3
5/31/20,179.1,102.5,47.4,92.1,,,17.24,1.86,19.10,0.207,,0.207,92.1
6/1/20,177.6,97.3,47.3,87.8,,,16.26,1.86,18.12,0.206,,0.206,87.8
6/2/20,172.4,100.0,47.3,89.7,,,16.16,1.87,18.03,0.201,,0.201,89.7
6/3/20,167.2,102.8,47.2,91.8,,,16.37,1.87,18.24,0.199,,0.199,91.8
6/4/20,162.0,105.6,47.2,94.4,,,17.37,1.85,19.22,0.204,,0.204,94.4
6/5/20,156.7,108.4,47.2,96.5,,,17.70,1.85,19.56,0.203,,0.203,96.5
6/6/20,151.5,111.2,47.1,98.8,,,18.20,1.85,20.05,0.203,,0.203,98.8
6/7/20,146.3,114.0,47.1,101.0,,,18.65,1.85,20.50,0.203,,0.203,101.0
6/8/20,141.1,116.7,47.1,103.2,,,18.89,1.85,20.74,0.201,,0.201,103.2
6/9/20,135.8,119.5,47.0,105.4,,,19.51,1.85,21.37,0.203,,0.203,105.4
6/10/20,130.6,122.3,47.0,107.5,,,19.65,1.85,21.50,0.200,,0.200,107.5
6/11/20,125.4,125.1,47.0,109.5,,,19.79,1.85,21.64,0.198,,0.198,109.5
6/12/20,120.2,127.9,47.0,111.6,,,20.02,1.84,21.86,0.196,,0.196,111.6
6/13/20,114.9,130.7,46.9,113.7,,,20.24,1.84,22.08,0.194,,0.194,113.7
6/14/20,109.7,133.4,46.9,115.9,,,20.61,1.84,22.44,0.194,,0.194,115.9
6/15/20,104.5,131.8,46.6,114.4,,,20.17,1.83,22.00,0.192,,0.192,114.4
6/16/20,99.2,130.2,46.3,112.9,,,19.66,1.81,21.48,0.190,,0.190,112.9
6/17/20,94.0,128.5,46.0,111.4,,,19.16,1.80,20.96,0.188,,0.188,111.4
6/18/20,88.8,126.9,45.7,109.9,,,18.82,1.79,20.61,0.187,,0.187,109.9
6/19/20,83.6,125.2,45.4,108.4,,,18.40,1.78,20.18,0.186,,0.186,108.4
6/20/20,,123.6,45.1,107.0,,,18.02,1.77,19.78,0.185,,0.185,107.0
6/21/20,,121.9,44.8,105.4,,,17.53,1.75,19.28,0.183,,0.183,105.4
6/22/20,,120.3,44.5,103.9,,,17.09,1.74,18.83,0.181,,0.181,103.9
6/23/20,,118.7,44.2,102.4,,,16.62,1.73,18.35,0.179,,0.179,102.4
6/24/20,,117.0,43.9,100.9,,,16.23,1.72,17.94,0.178,,0.178,100.9
6/25/20,,115.4,43.6,99.5,,,15.85,1.70,17.56,0.176,,0.176,99.5
6/26/20,,113.7,43.3,98.1,,,15.54,1.69,17.24,0.176,,0.176,98.1
6/27/20,,112.1,43.0,96.6,,,15.15,1.68,16.83,0.174,,0.174,96.6
6/28/20,,110.5,42.7,95.2,,,14.80,1.67,16.47,0.173,,0.173,95.2
6/29/20,,111.6,42.6,95.9,,,14.78,1.66,16.44,0.171,,0.171,95.9
6/30/20,,112.6,42.6,96.6,,,14.76,1.66,16.42,0.170,,0.170,96.6
7/1/20,,113.7,42.5,97.3,,,14.79,1.66,16.46,0.169,,0.169,97.3
7/2/20,,114.8,42.4,97.9,,,14.68,1.66,16.34,0.167,,0.167,97.9
7/3/20,,115.9,42.4,98.6,,,14.68,1.66,16.34,0.166,,0.166,98.6
7/4/20,,117.0,42.3,99.3,,,14.69,1.65,16.34,0.165,,0.165,99.3
7/5/20,,118.1,42.2,100.0,,,14.69,1.65,16.34,0.163,,0.163,100.0
7/6/20,,119.2,42.2,100.6,,,14.62,1.65,16.27,0.162,,0.162,100.6
7/7/20,,120.3,42.1,101.3,,,14.58,1.64,16.22,0.160,,0.160,101.3
7/8/20,,121.4,42.0,102.0,,,14.60,1.64,16.24,0.159,,0.159,102.0
7/9/20,,122.5,42.0,102.6,,,14.54,1.64,16.18,0.158,,0.158,102.6
7/10/20,,123.6,41.9,103.3,,,14.55,1.63,16.18,0.157,,0.157,103.3
7/11/20,,124.7,41.9,103.9,,,14.46,1.63,16.09,0.155,,0.155,103.9
7/12/20,,125.8,41.8,104.6,,,14.46,1.63,16.09,0.154,,0.154,104.6
7/13/20,,126.9,41.7,105.3,,,14.51,1.62,16.13,0.153,,0.153,105.3
7/14/20,,128.0,41.7,105.3,,,13.94,1.62,15.56,0.148,,0.148,105.3
7/15/20,,129.1,41.6,106.7,,,14.59,1.62,16.21,0.152,,0.152,106.7
7/16/20,,130.2,41.5,107.5,,,14.73,1.62,16.35,0.152,,0.152,107.5
7/17/20,,128.0,41.6,105.7,,,14.32,1.62,15.94,0.151,,0.151,105.7
7/18/20,,125.9,41.6,104.0,,,13.99,1.62,15.61,0.150,,0.150,104.0
7/19/20,,123.7,41.7,102.3,,,13.58,1.62,15.20,0.149,,0.149,102.3
7/20/20,,121.5,41.8,100.6,,,13.29,1.62,14.92,0.148,,0.148,100.6
7/21/20,,119.4,41.8,98.0,,,12.17,1.63,13.80,0.141,,0.141,98.0
7/22/20,,117.2,41.9,97.1,,,12.50,1.63,14.12,0.145,,0.145,97.1
7/23/20,,115.1,41.9,95.4,,,12.20,1.63,13.83,0.145,,0.145,95.4
7/24/20,,112.9,42.0,93.8,,,11.86,1.63,13.49,0.144,,0.144,93.8
7/25/20,,110.7,42.1,92.2,,,11.62,1.63,13.25,0.144,,0.144,92.2
7/26/20,,108.6,42.1,90.5,,,11.27,1.64,12.90,0.143,,0.143,90.5
7/27/20,,106.4,42.2,88.8,,,10.94,1.64,12.58,0.142,,0.142,88.8
7/28/20,,104.2,42.2,87.2,,,10.64,1.64,12.28,0.141,,0.141,87.2
7/29/20,,102.1,42.3,85.0,,,9.96,1.65,11.61,0.137,,0.137,85.0
7/30/20,,99.9,42.3,83.9,,,10.11,1.64,11.76,0.140,,0.140,83.9
7/31/20,,97.7,42.4,82.3,,,9.83,1.64,11.47,0.139,,0.139,82.3
8/1/20,,95.6,42.5,80.8,,,9.58,1.65,11.23,0.139,,0.139,80.8
8/2/20,,93.4,42.5,79.1,,,9.27,1.65,10.92,0.138,,0.138,79.1
8/3/20,,91.2,42.6,77.4,,,8.93,1.65,10.58,0.137,,0.137,77.4
8/4/20,,89.1,42.6,75.1,,,8.02,1.66,9.68,0.129,,0.129,75.1
8/5/20,,86.9,42.7,74.2,,,8.36,1.65,10.02,0.135,,0.135,74.2
8/6/20,,84.7,42.8,72.7,,,8.13,1.65,9.78,0.135,,0.135,72.7
8/7/20,,82.6,42.8,71.1,,,7.89,1.66,9.55,0.134,,0.134,71.1
8/8/20,,80.4,42.9,69.5,,,7.62,1.66,9.28,0.134,,0.134,69.5
8/9/20,,78.2,42.9,67.9,,,7.35,1.66,9.01,0.133,,0.133,67.9
8/10/20,,76.1,43.0,66.4,,,7.07,1.66,8.74,0.132,,0.132,66.4
8/11/20,,74.9,43.2,65.6,,,6.92,1.67,8.59,0.131,,0.131,65.6
8/12/20,,73.8,43.4,64.5,,,6.49,1.68,8.17,0.127,,0.127,64.5
8/13/20,,72.7,43.7,64.1,,,6.63,1.69,8.32,0.130,,0.130,64.1
8/14/20,,71.6,43.9,63.3,,,6.46,1.70,8.16,0.129,,0.129,63.3
8/15/20,,70.4,44.1,62.5,,,6.30,1.71,8.00,0.128,,0.128,62.5
8/16/20,,69.3,44.4,61.7,,,6.14,1.71,7.86,0.127,,0.127,61.7
8/17/20,,68.2,44.6,61.0,,,5.99,1.72,7.71,0.127,,0.127,61.0
8/18/20,,67.1,44.8,60.2,,,5.85,1.73,7.59,0.126,,0.126,60.2
8/19/20,,65.9,45.0,59.2,,,5.33,1.74,7.08,0.120,,0.120,59.2
8/20/20,,64.8,45.3,58.8,,,5.59,1.75,7.33,0.125,,0.125,58.8
8/21/20,,63.7,45.5,58.0,,,5.44,1.75,7.19,0.124,,0.124,58.0
8/22/20,,62.6,45.7,57.3,,,5.29,1.76,7.05,0.123,,0.123,57.3
8/23/20,,61.4,46.0,56.6,,,5.17,1.77,6.94,0.123,,0.123,56.6
8/24/20,,60.3,46.2,55.7,,,4.87,1.78,6.66,0.119,,0.119,55.7
8/25/20,,59.2,46.4,55.2,,,4.95,1.79,6.74,0.122,,0.122,55.2
8/26/20,,58.1,46.6,54.5,,,4.84,1.80,6.64,0.122,,0.122,54.5
8/27/20,,56.9,46.9,53.6,,,4.53,1.81,6.34,0.118,,0.118,53.6
8/28/20,,55.8,47.1,52.9,,,4.29,1.83,6.12,0.116,,0.116,52.9
8/29/20,,54.7,47.3,52.4,,,4.57,1.83,6.40,0.122,,0.122,52.4
8/30/20,,53.6,47.5,51.7,,,4.44,1.83,6.27,0.121,,0.121,51.7
8/31/20,,52.4,47.8,51.0,,,4.30,1.84,6.14,0.121,,0.121,51.0
9/1/20,,51.3,48.0,50.2,,,3.94,1.85,5.79,0.115,,0.115,50.2
9/2/20,,50.2,48.2,49.6,,,4.02,1.86,5.88,0.119,,0.119,49.6
9/3/20,,49.1,48.5,48.9,,,3.88,1.87,5.75,0.118,,0.118,48.9
9/4/20,,47.9,48.7,48.2,,,3.74,1.88,5.62,0.117,,0.117,48.2
9/5/20,,46.8,48.9,47.5,,,3.61,1.89,5.49,0.116,,0.116,47.5
9/6/20,,45.7,49.1,46.8,,,3.51,1.89,5.41,0.115,,0.115,46.8
9/7/20,,46.0,49.3,47.1,,,3.56,1.90,5.45,0.116,,0.116,47.1
9/8/20,,46.3,49.5,47.3,,,3.68,1.90,5.58,0.118,,0.118,47.3
9/9/20,,46.6,49.6,47.6,,,3.73,1.92,5.65,0.119,,0.119,47.6
9/10/20,,47.0,49.8,47.9,,,3.56,1.93,5.49,0.115,,0.115,47.9
9/11/20,,47.3,49.9,48.2,,,3.68,1.93,5.60,0.116,,0.116,48.2
9/12/20,,47.6,50.1,48.4,,,3.64,1.93,5.57,0.115,,0.115,48.4
9/13/20,,47.9,50.3,48.7,,,3.59,1.94,5.52,0.113,,0.113,48.7
9/14/20,,48.2,50.4,49.0,,,3.38,1.94,5.33,0.109,,0.109,49.0
9/15/20,,48.5,50.6,49.2,,,3.56,1.95,5.51,0.112,,0.112,49.2
9/16/20,,48.8,50.7,49.5,,,3.58,1.95,5.53,0.112,,0.112,49.5
9/17/20,,49.1,50.9,49.8,,,3.59,1.96,5.55,0.112,,0.112,49.8
9/18/20,,49.5,51.1,50.0,,,3.59,1.96,5.55,0.111,,0.111,50.0
9/19/20,,49.8,51.2,50.3,,,3.59,1.97,5.56,0.111,,0.111,50.3
9/20/20,,50.1,51.4,50.5,,,3.55,1.97,5.53,0.109,,0.109,50.5
9/21/20,,50.4,51.5,50.8,,,3.56,1.98,5.54,0.109,,0.109,50.8
9/22/20,,50.7,51.7,51.1,,,3.57,1.99,5.55,0.109,,0.109,51.1
9/23/20,,51.0,51.9,51.3,,,3.33,1.99,5.32,0.104,,0.104,51.3
9/24/20,,51.3,52.0,51.6,,,3.52,2.00,5.52,0.107,,0.107,51.6
9/25/20,,51.6,52.2,51.8,,,3.55,2.00,5.55,0.107,,0.107,51.8
9/26/20,,52.0,52.3,52.1,,,3.55,2.01,5.56,0.107,,0.107,52.1
9/27/20,,52.3,52.5,52.4,,,3.54,2.01,5.55,0.106,,0.106,52.4
9/28/20,,52.6,52.7,52.6,,,3.61,2.02,5.63,0.107,,0.107,52.6
9/29/20,,52.9,52.8,52.9,,,3.43,2.03,5.46,0.103,,0.103,52.9
9/30/20,,53.2,53.0,53.1,,,3.57,2.03,5.60,0.105,,0.105,53.1
10/1/20,,53.5,53.1,53.4,,,3.58,2.04,5.62,0.105,,0.105,53.4
10/2/20,,53.8,53.3,53.6,,,3.60,2.04,5.65,0.105,,0.105,53.6
10/3/20,,54.2,53.5,53.9,,,3.59,2.05,5.64,0.105,,0.105,53.9
10/4/20,,54.5,53.6,54.2,,,3.59,2.05,5.64,0.104,,0.104,54.2
10/5/20,,54.8,53.8,54.4,,,3.35,2.06,5.42,0.100,,0.100,54.4
10/6/20,,55.1,53.9,54.7,,,3.55,2.07,5.61,0.103,,0.103,54.7
10/7/20,,55.4,54.1,54.9,,,3.55,2.07,5.62,0.102,,0.102,54.9
10/8/20,,55.7,54.3,55.2,,,3.55,2.07,5.63,0.102,,0.102,55.2
10/9/20,,56.0,54.4,55.4,,,3.54,2.08,5.62,0.101,,0.101,55.4
10/10/20,,56.3,54.6,55.7,,,3.53,2.08,5.62,0.101,,0.101,55.7
10/11/20,,58.7,54.6,57.1,,,3.68,2.08,5.76,0.101,,0.101,57.1
10/12/20,,61.0,54.7,58.6,,,3.87,2.09,5.96,0.102,,0.102,58.6
10/13/20,,63.3,54.7,59.9,,,3.74,2.09,5.83,0.097,,0.097,59.9
10/14/20,,65.6,54.7,61.4,,,3.96,2.09,6.04,0.098,,0.098,61.4
10/15/20,,67.9,54.8,62.8,,,4.10,2.09,6.19,0.099,,0.099,62.8
10/16/20,,70.2,54.8,64.3,,,4.32,2.09,6.42,0.100,,0.100,64.3
10/17/20,,72.6,54.8,65.7,,,4.39,2.09,6.48,0.099,,0.099,65.7
10/18/20,,74.9,54.9,67.1,,,4.45,2.09,6.54,0.098,,0.098,67.1
10/19/20,,77.2,54.9,68.4,,,4.56,2.09,6.65,0.097,,0.097,68.4
10/20/20,,79.5,54.9,69.7,,,4.58,2.10,6.67,0.096,,0.096,69.7
10/21/20,,81.8,55.0,71.2,,,4.80,2.09,6.89,0.097,,0.097,71.2
10/22/20,,84.1,55.0,72.5,,,4.77,2.09,6.86,0.095,,0.095,72.5
10/23/20,,86.5,55.0,73.9,, ,4.94,2.09,7.03,0.095,,0.095,73.9
10/24/20,,88.8,55.1,75.3,,,5.09,2.09,7.18,0.095,,0.095,75.3
10/25/20,,91.1,55.1,76.7,,,5.19,2.09,7.28,0.095,,0.095,76.7
10/26/20,,93.4,55.1,78.4,,,5.51,2.10,7.60,0.097,,0.097,78.4
10/27/20,,95.7,55.2,79.9,,,5.70,2.11,7.80,0.098,,0.098,79.9
10/28/20,,98.1,55.2,79.6,,,4.98,2.12,7.10,0.089,,0.089,79.6
10/29/20,,100.4,55.2,82.2,,,5.67,2.11,7.78,0.095,,0.095,82.2
10/30/20,,102.7,55.3,83.6,,,5.81,2.11,7.92,0.095,,0.095,83.6
10/31/20,,105.0,55.3,85.0,,,5.94,2.11,8.05,0.095,,0.095,85.0
11/1/20,,107.3,55.3,86.2,,,6.00,2.11,8.12,0.094,,0.094,86.2
11/2/20,,109.6,55.4,87.6,,,6.10,2.11,8.21,0.094,,0.094,87.6
11/3/20,,112.0,55.4,87.7,,,5.70,2.11,7.81,0.089,,0.089,87.7
11/4/20,,114.3,55.4,90.0,,,6.19,2.11,8.31,0.092,,0.092,90.0
11/5/20,,116.6,55.5,91.3,,,6.30,2.11,8.41,0.092,,0.092,91.3
11/6/20,,118.9,55.5,92.9,,,6.50,2.11,8.61,0.093,,0.093,92.9
11/7/20,,121.2,55.5,94.2,,,6.59,2.11,8.69,0.092,,0.092,94.2
11/8/20,,123.5,55.6,95.7,,,6.74,2.10,8.84,0.092,,0.092,95.7
11/9/20,,125.9,55.6,97.0,,,6.86,2.11,8.97,0.092,,0.092,97.0
11/10/20,,128.2,55.6,96.9,,,6.45,2.13,8.57,0.089,,0.089,96.9
11/11/20,,130.5,55.7,99.9,,,7.16,2.12,9.28,0.093,,0.093,99.9
11/12/20,,132.8,55.7,100.8,,,7.11,2.12,9.22,0.091,,0.091,100.8
11/13/20,,135.1,55.7,102.4,,,7.32,2.12,9.44,0.092,,0.092,102.4
11/14/20,,137.4,55.8,103.4,,,7.28,2.11,9.39,0.091,,0.091,103.4
11/15/20,,139.8,55.8,104.6,,,7.37,2.12,9.49,0.091,,0.091,104.6
11/16/20,,142.1,55.8,105.0,,,7.15,2.12,9.28,0.088,,0.088,105.0
11/17/20,,144.4,55.9,106.6,,,7.36,2.13,9.49,0.089,,0.089,106.6
11/18/20,,146.7,55.9,107.9,,,7.45,2.12,9.57,0.089,,0.089,107.9
11/19/20,,149.0,56.0,106.8,,,6.80,2.12,8.91,0.083,,0.083,106.8
11/20/20,,151.3,56.0,109.8,,,7.43,2.12,9.56,0.087,,0.087,109.8
11/21/20,,153.7,56.0,110.8,,,7.46,2.12,9.58,0.086,,0.086,110.8
11/22/20,,156.0,56.1,112.8,,,7.77,2.13,9.89,0.088,,0.088,112.8
11/23/20,,158.3,56.1,113.6,,,7.68,2.12,9.80,0.086,,0.086,113.6
11/24/20,,160.6,56.1,115.0,,,7.82,2.12,9.94,0.086,,0.086,115.0
11/25/20,,162.9,56.2,116.6,,,8.06,2.13,10.19,0.087,,0.087,116.6
11/26/20,,165.3,56.2,118.0,,,8.17,2.13,10.29,0.087,,0.087,118.0
11/27/20,,167.6,56.2,118.7,,,8.11,2.13,10.24,0.086,,0.086,118.7
11/28/20,,169.9,56.3,120.3,,,8.33,2.13,10.46,0.087,,0.087,120.3
11/29/20,,172.2,56.3,121.4,,,8.37,2.13,10.51,0.087,,0.087,121.4
11/30/20,,174.5,56.3,122.8,,,8.50,2.14,10.64,0.087,,0.087,122.8
12/1/20,,176.8,56.4,124.2,,,8.63,2.13,10.76,0.087,,0.087,124.2
12/2/20,,179.2,56.4,125.2,,,8.65,2.14,10.79,0.086,,0.086,125.2
12/3/20,,181.5,56.4,123.8,,,8.07,2.15,10.22,0.083,,0.083,123.8
12/4/20,,183.8,56.5,127.1,,,8.67,2.14,10.81,0.085,,0.085,127.1
12/5/20,,186.1,56.5,127.8,,,8.60,2.14,10.74,0.084,,0.084,127.8
12/6/20,,188.4,56.5,129.4,,,8.80,2.14,10.94,0.085,,0.085,129.4
12/7/20,,190.7,56.6,130.4,,,8.83,2.14,10.97,0.084,,0.084,130.4
12/8/20,,193.1,56.6,131.3,,,8.85,2.14,10.99,0.084,,0.084,131.3
12/9/20,,195.4,56.6,132.8,,,9.00,2.14,11.14,0.084,,0.084,132.8
12/10/20,,197.7,56.7,134.2,,,9.09,2.14,11.23,0.084,,0.084,134.2
12/11/20,,200.0,56.7,134.6,,,8.95,2.13,11.08,0.082,,0.082,134.6
12/12/20,,202.3,56.7,136.2,,,9.16,2.14,11.29,0.083,,0.083,136.2
12/13/20,,204.6,56.8,137.0,,,9.15,2.14,11.29,0.082,,0.082,137.0
12/14/20,,207.0,56.8,136.8,,,8.92,2.15,11.07,0.081,,0.081,136.8
12/15/20,,209.3,56.8,135.8,,,8.49,2.15,10.64,0.078,,0.078,135.8
12/16/20,,211.6,56.9,139.8,,,9.21,2.14,11.35,0.081,,0.081,139.8
12/17/20,,213.9,56.9,141.2,,,9.34,2.15,11.49,0.081,,0.081,141.2
12/18/20,,216.2,56.9,141.0,,,9.08,2.14,11.22,0.080,,0.080,141.0
12/19/20,,218.5,57.0,142.8,,,9.35,2.15,11.49,0.080,,0.080,142.8
12/20/20,,220.9,57.0,143.2,,,9.24,2.15,11.39,0.080,,0.080,143.2
12/21/20,,223.2,57.0,144.4,,,9.32,2.15,11.46,0.079,,0.079,144.4
12/22/20,,225.5,57.1,145.9,,,9.46,2.15,11.61,0.080,,0.080,145.9
12/23/20,,227.8,57.1,146.8,,,9.46,2.14,11.60,0.079,,0.079,146.8
12/24/20,,230.1,57.1,148.9,,,9.81,2.16,11.97,0.080,,0.080,148.9
12/25/20,,232.5,57.2,150.1,,,9.89,2.16,12.05,0.080,,0.080,150.1
12/26/20,,234.8,57.2,151.0,,,9.89,2.15,12.05,0.080,,0.080,151.0
12/27/20,,237.1,57.2,150.1,,,9.49,2.15,11.64,0.078,,0.078,150.1
12/28/20,,239.4,57.3,151.4,,,9.59,2.15,11.74,0.078,,0.078,151.4
12/29/20,,241.7,57.3,151.5,,,9.43,2.14,11.57,0.076,,0.076,151.5
12/30/20,,244.0,57.4,154.2,,,9.90,2.16,12.05,0.078,,0.078,154.2
12/31/20,,246.4,57.4,155.3,,,9.94,2.15,12.10,0.078,,0.078,155.3
1/1/21,,248.7,57.4,154.8,,,9.68,2.15,11.83,0.076,,0.076,154.8
1/2/21,,251.0,57.5,156.3,,,9.83,2.16,11.99,0.077,,0.077,156.3
1/3/21,,253.3,57.5,156.4,,,9.71,2.16,11.86,0.076,,0.076,156.4
1/4/21,226.5,255.6,57.5,156.9,,,9.66,2.16,11.82,0.075,,0.075,156.9
1/5/21,,255.6,57.5,156.6,,,9.60,2.15,11.75,0.075,,0.075,156.6
1/6/21,,255.6,57.4,157.2,,,9.73,2.16,11.89,0.076,,0.076,157.2
1/7/21,,255.6,57.4,157.5,,,9.79,2.16,11.95,0.076,,0.076,157.5
1/8/21,,255.5,57.3,157.3,,,9.78,2.15,11.93,0.076,,0.076,157.3
1/9/21,,255.5,57.3,157.1,,,9.73,2.15,11.88,0.076,,0.076,157.1
1/10/21,,255.5,57.2,156.6,,,9.64,2.15,11.79,0.075,,0.075,156.6
1/11/21,,255.5,57.2,157.6,,,9.86,2.15,12.01,0.076,,0.076,157.6
1/12/21,,255.4,57.2,157.9,,,9.93,2.15,12.08,0.077,,0.077,157.9
1/13/21,,255.4,57.1,156.1,,,9.57,2.15,11.72,0.075,,0.075,156.1
1/14/21,,255.4,57.1,154.1,,,9.16,2.14,11.30,0.073,,0.073,154.1
1/15/21,,255.4,57.0,153.6,,,9.09,2.14,11.22,0.073,,0.073,153.6
1/16/21,,255.3,57.0,153.1,,,9.00,2.13,11.13,0.073,,0.073,153.1
1/17/21,,255.3,56.9,152.0,,,8.79,2.13,10.92,0.072,,0.072,152.0
1/18/21,,255.3,56.9,151.2,,,8.63,2.12,10.75,0.071,,0.071,151.2
