Depth,GR_RAW,TH232_RAW,K40_RAW,U238_RAW,MAGNETIC_SUSCEPTIBILITY,EM_IND_RESISTIVITY,FLUID_CONDUCTIVITY,TEMP,AMBIENT_HEAT_PULSE_GW_FLOW#1,AMBIENT_SFM_GW_FLOW_(TOTAL)
M,APR,PPM,%,PPM,‘10e-3,OHM-M,US/CM,C,GPM (NEG=DOWN),GPM (NEG=DOWN)
4.06960000000013,113.688,20.7907,1.39596,41.7662,313.045,15.6405,137.599,7.28071,,1.69914
4.08460000000013,116.449,18.2129,1.83737,23.3618,313.022,14.3999,137.51,7.27673,,1.64102
4.09960000000013,127.995,7.36809,2.48823,50.0405,312.955,13.6116,137.783,7.27275,,1.58251
4.11460000000013,131.783,2.05874,2.64617,47.4816,312.88,12.8258,137.736,7.26877,,1.52377
4.12960000000013,130.052,0.687226,2.45345,24.1228,312.785,14.7725,137.304,7.262,,1.46503
4.14460000000013,122.434,3.14375,2.1434,51.2327,312.686,16.7146,137.446,7.25404,,1.41562
4.15960000000013,110.629,8.32238,1.74991,114.231,312.629,14.179,137.406,7.24886,,1.38728
4.17460000000013,112.433,7.61437,1.25029,127.226,312.58,11.6446,138.114,7.24488,,1.35894
4.18960000000013,123.909,2.72169,0.675257,104.675,312.593,10.5946,138.326,7.23811,,1.3306
4.20460000000013,122.288,5.75522,0.411952,142.187,312.618,9.5457,138.222,7.23294,,1.30697
4.21960000000013,111.349,14.4274,0.370407,222.427,312.62,9.62916,138.121,7.23175,,1.28348
4.23460000000013,120.758,20.0161,0.819532,191.903,312.618,9.71046,138.08,7.22617,,1.25998
4.24960000000014,144.636,23.4117,1.61758,82.6093,312.617,7.65833,137.96,7.221,,1.24059
4.26460000000014,153.504,19.1196,1.63891,55.8461,312.617,5.60711,138.147,7.21702,,1.22351
4.27960000000014,151.701,9.36195,1.10805,87.7563,312.617,4.65054,138.1,7.21583,,1.20643
4.29460000000014,145.284,5.09401,1.02014,109.426,312.617,3.69474,138.12,7.21025,,1.19257
4.30960000000014,135.585,4.73119,1.24733,123.811,312.617,3.54957,138.24,7.20229,,1.186
4.32460000000014,136.794,9.28274,1.87335,107.058,312.616,3.40452,138.286,7.19433,,1.17942
4.33960000000014,145.76,17.3297,2.78305,68.157,312.64,3.37554,138.504,7.18637,,1.17285
4.35460000000014,148.984,18.8989,2.85019,66.3121,312.668,3.34658,139.136,7.17562,,1.18219
4.36960000000014,148.125,15.8632,2.31836,90.8103,312.654,3.33893,140.752,7.16368,,1.19196
4.38460000000014,142.253,13.4334,2.30499,93.0535,312.631,3.33128,142.339,7.1629,,1.20174
4.39960000000014,132.818,11.4343,2.66013,79.479,312.607,3.32847,143.397,7.16688,,1.21113
4.41460000000014,130.036,9.49753,2.13654,81.5602,312.584,3.32572,144.411,7.16528,,1.22031
4.42960000000014,131.985,7.60515,0.988012,94.7754,312.602,3.37382,145.57,7.1613,,1.22948
4.44460000000014,127.088,7.67958,0.619797,93.7316,312.628,3.42192,146.385,7.15732,,1.2345
4.45960000000014,117.326,9.15235,0.806387,82.55,312.654,3.45348,147.069,7.15055,,1.23014
4.47460000000014,118.554,12.2727,1.2354,65.3555,312.68,3.48506,147.728,7.14259,,1.22578
4.48960000000014,127.594,16.5642,1.83671,43.8875,312.662,3.54632,148.268,7.14299,,1.22142
4.50460000000015,133.813,13.1402,1.49042,64.2803,312.635,3.60759,148.846,7.14419,,1.21961
4.51960000000015,138.026,4.22886,0.470169,114.446,312.629,3.67518,149.459,7.1414,,1.21788
4.53460000000015,137.671,1.91077,0.446314,122.834,312.628,3.74276,149.932,7.13742,,1.21615
4.54960000000015,134.069,4.28064,1.13094,101.517,312.627,3.81033,150.191,7.13344,,1.23174
4.56460000000015,133.481,6.96781,1.55914,101.999,312.626,3.87788,150.228,7.13225,,1.25709
4.57960000000015,135.035,9.88057,1.80512,117.973,312.624,3.92527,150.066,7.12946,,1.28244
4.59460000000015,140.817,11.5302,1.71864,140.234,312.621,3.97268,150.185,7.12547,,1.32197
4.60960000000015,149.607,12.2814,1.39568,166.965,312.641,4.03101,150.313,7.12428,,1.39356
4.62460000000015,145.108,9.02341,1.85788,129.112,312.665,4.08928,150.218,7.12149,,1.46516
4.63960000000015,131.162,2.91477,2.87834,45.3381,312.669,4.0673,150.355,7.11472,,1.53676
4.65460000000015,123.683,1.39618,2.98437,8.36595,312.669,4.04537,150.443,7.11234,,1.57188
4.66960000000015,120.801,3.1404,2.44037,4.66149,312.669,4.06998,150.438,7.11234,,1.606
4.68460000000015,119.603,16.2827,1.96897,17.7718,312.668,4.09466,150.426,7.10676,,1.64013
4.69960000000015,,37.5324,1.5492,42.8422,312.667,4.1957,150.414,7.10438,,1.63802
4.71460000000015,,46.3634,1.37475,53.261,312.665,4.29669,150.418,7.10159,,1.61554
4.72960000000015,158.51,46.3634,1.37475,53.261,312.645,4.33605,150.654,7.09761,,1.59306
4.74460000000015,156.331,43.4676,1.65041,81.0462,312.621,4.3753,150.662,7.09363,,1.56491
4.75960000000015,152.602,38.5132,2.12201,128.582,312.638,4.27859,150.491,7.08965,,1.52395
4.77460000000016,147.05,29.8665,2.01364,135.179,312.664,4.18194,150.458,7.08567,,1.48298
4.78960000000016,140.201,18.5936,1.49271,112.655,312.667,4.13823,150.569,7.08169,,1.44201
4.80460000000016,144.007,11.6734,0.954476,114.73,312.667,4.09473,150.763,7.07771,,1.38044
4.81960000000016,155.39,7.84825,0.403913,134.299,312.647,4.25958,150.619,7.07373,,1.3183
